gene_id	log2FC	PValue	FDR	logCPM	LR	FDR	score
ENSG00000223350	0.757142839232027	0.0800089484346137	0.199766829699621	-2.76508884513113	3.06471993674624	0.199766829699621	1.09686143752754
ENSG00000239819	-0.0815241072303087	0.818784560159361	0.92050049723699	-2.27662978439858	0.0524907206664977	0.92050049723699	0.086830355434071
ENSG00000211668	1.1083169659175	0.087781660384917	0.21380470402883	-2.68954862243408	2.91459109826279	0.21380470402883	1.0565962087589
ENSG00000241566	-0.0964608123062322	0.806443223441431	0.912906829271929	-2.81577441694072	0.0600333587369075	0.912906829271929	0.0934262031219693
ENSG00000270550	0.221092079439507	0.703652927432961	0.845317405677346	-2.50031818267324	0.144699636609552	0.845317405677346	0.152641501182214
ENSG00000240864	0.14875325034998	0.804234837973238	0.911564791583309	-2.75758542026698	0.0614396357210838	0.911564791583309	0.0946171179878541
ENSG00000240382	-0.389769734366373	0.502411117414129	0.692566375106671	-2.78519691954188	0.449839638286022	0.692566375106671	0.298940759043572
ENSG00000228325	0.932164261737874	0.108671508299569	0.24946039027676	-2.68585517636776	2.57343531125294	0.24946039027676	0.963884305133823
ENSG00000211951	0.397464432306324	0.222654666508995	0.408976830243802	-2.82980895532319	1.48717902418689	0.408976830243802	0.652368198274197
ENSG00000250036	-0.529906523031297	0.0322881151164708	0.102857784848337	-2.83699056670209	4.58313369702747	0.102857784848337	1.49095730705495
ENSG00000211667	0.127424976885299	0.999824417258635	1	-2.84422829680681	4.84265505108573e-08	1	7.62613109726377e-05
ENSG00000211941	0.21423759066036	0.753694970119895	0.878716502757149	-2.77234269427187	0.0984522415745204	0.878716502757149	0.122804383038497
ENSG00000211946	0.419721611658054	0.116923692253609	0.262253546526404	-2.8222932720739	2.45805221504144	0.262253546526404	0.932097478808528
ENSG00000277282	-0.410491132108054	0.416325975929429	0.617073145409235	-2.83714254698467	0.660663002758462	0.617073145409235	0.38056649122499
ENSG00000211962	0.970403368429367	0.0664742408090557	0.175114610522071	-2.75838272606589	3.36800415042094	0.175114610522071	1.17734661397113
ENSG00000239951	-0.940049382884944	0.179418389374022	0.353887915403654	-2.11473805604445	1.80243503664821	0.353887915403654	0.746133046273147
ENSG00000211664	-0.335408094235848	0.482357433458408	0.675379419950115	-2.82218131038977	0.493528716038584	0.675379419950115	0.316631024312737
ENSG00000211647	0.576877856669752	0.0972084686582675	0.229861005881358	-2.82223936675731	2.75075578981082	0.229861005881358	1.0122958983315
ENSG00000211673	0.13547097765732	0.657866980883738	0.812742469221399	-2.73843987907105	0.19612500472207	0.812742469221399	0.181861910805816
ENSG00000211666	0.285229372620241	0.687057063030841	0.834144088803427	-2.59540762581604	0.162289779295577	0.834144088803427	0.16300719142625
ENSG00000211653	1.08722277606107	0.0311026649589458	0.100067154611658	-2.73849737638781	4.64728712739798	0.100067154611658	1.50720239787412
ENSG00000278196	-0.411187907037742	0.379793530826095	0.583104838183877	-2.79210845569015	0.77137011153863	0.583104838183877	0.420452437046228
ENSG00000211648	0.0741577350315083	0.548932056851299	0.729571331450722	-2.80115294398475	0.359233826434702	0.729571331450722	0.260481406297811
ENSG00000211669	0.140121005631693	0.384254210968101	0.587784362439673	-2.84429281728334	0.757047090091853	0.587784362439673	0.415381364452318
ENSG00000211670	0.455620997709484	0.374016590310809	0.577668281129934	-2.80084452372343	0.790276304030552	0.577668281129934	0.427109133305837
ENSG00000231475	-1.08215858865509	0.0343014807592972	0.10765966862005	-2.81413169067811	4.4796133273691	0.10765966862005	1.46468713151083
ENSG00000211950	-0.26393168097866	0.385993617598526	0.589597101062275	-2.80006050875937	0.751525690624309	0.589597101062275	0.413419876324767
ENSG00000211934	0.879351743979173	0.122599340081629	0.271246581728711	-2.62022614442872	2.38379569670612	0.271246581728711	0.911511867498499
ENSG00000211964	-0.852882070421224	0.523797240460695	0.709169486746632	-2.76355839438515	0.406410106346511	0.709169486746632	0.280836793913554
ENSG00000211656	0.294361067015566	0.062959331040832	0.168220611278073	-2.84415297684775	3.45766063185911	0.168220611278073	1.20093989511561
ENSG00000211955	0.236659399512214	0.832975725289044	0.929538157110918	-2.79284028132692	0.0444731771682108	0.929538157110918	0.0793676546876061
